transaction_id,customer_id,account_id,transaction_type,amount,transaction_date
242,1047,5047,withdrawal,904.46,2025-02-05
243,1047,5047,deposit,10095.69,2024-08-13
244,1047,5047,transfer,35601.9,2024-01-20
245,1047,5047,transfer,103673.46,2024-12-31
246,1047,5047,deposit,4194.72,2024-08-16
247,1048,5048,transfer,11682.18,2024-01-24
248,1048,5048,withdrawal,26085.92,2024-11-03
249,1048,5048,transfer,2716.48,2025-09-12
250,1048,5048,deposit,72848.27,2025-04-24
251,1048,5048,withdrawal,4791.6,2025-08-08
252,1048,5048,transfer,31518.8,2024-09-18
253,1048,5048,payment,15332.6,2025-11-25
254,1049,5049,deposit,3060.33,2025-11-07
255,1049,5049,transfer,6718.61,2025-02-17
256,1049,5049,payment,8349.89,2025-09-09
257,1049,5049,transfer,10673.25,2025-08-20
258,1050,5050,transfer,1093.41,2024-11-14
259,1050,5050,transfer,7958.43,2025-04-20
260,1050,5050,withdrawal,12516.21,2024-01-13
261,1050,5050,deposit,144180.98,2025-09-08
262,1051,5051,transfer,24247.56,2024-02-03
263,1051,5051,payment,11897.47,2024-05-12
264,1051,5051,payment,61755.31,2025-07-05
265,1052,5052,transfer,1380.02,2025-09-02
266,1052,5052,payment,18860.57,2025-10-02
267,1052,5052,payment,6360.59,2024-01-14
268,1053,5053,withdrawal,3312.21,2024-05-30
269,1053,5053,withdrawal,532.74,2025-07-15
270,1053,5053,deposit,25301.8,2025-09-20
271,1053,5053,payment,10777.38,2024-12-25
272,1053,5053,withdrawal,469631.85,2024-11-04
273,1054,5054,deposit,17935.37,2025-05-31
274,1054,5054,transfer,40966.49,2025-09-21
275,1054,5054,deposit,919.08,2025-04-04
276,1054,5054,deposit,5874.55,2024-03-18
277,1054,5054,deposit,15820.44,2024-07-24
278,1054,5054,deposit,44452.61,2025-11-23
279,1054,5054,transfer,4984.36,2025-07-07
280,1055,5055,transfer,314.93,2025-05-27
281,1055,5055,payment,9353.39,2024-04-09
282,1055,5055,payment,5490.64,2025-04-08
283,1055,5055,transfer,8071.88,2025-02-01
284,1055,5055,deposit,29941.19,2024-10-24
285,1055,5055,withdrawal,47555.14,2024-11-29
286,1056,5056,transfer,2706.4,2024-10-26
287,1056,5056,payment,22838.31,2024-11-13
288,1056,5056,payment,4402.75,2024-06-26
289,1057,5057,deposit,15603.29,2025-01-26
290,1057,5057,deposit,38439.33,2024-06-17
291,1057,5057,deposit,9065.11,2025-11-10
292,1057,5057,transfer,3187.52,2025-03-13
293,1057,5057,withdrawal,56814.96,2024-09-01
294,1057,5057,deposit,2004.72,2025-11-20
295,1057,5057,transfer,7029.5,2025-06-06
296,1057,5057,transfer,45218.23,2025-09-22
297,1058,5058,transfer,68344.82,2024-09-09
298,1058,5058,transfer,4820.55,2024-02-12
299,1058,5058,withdrawal,33804.59,2024-09-26
300,1058,5058,deposit,467.25,2024-12-26
301,1059,5059,transfer,6769.79,2025-11-08
302,1059,5059,transfer,2897.06,2024-04-17
303,1059,5059,payment,62374.81,2025-02-02
304,1060,5060,deposit,3668.84,2024-08-11
305,1060,5060,deposit,17439.27,2024-08-13
306,1060,5060,payment,4329.53,2025-05-18
307,1061,5061,deposit,3349.5,2024-01-03
308,1061,5061,withdrawal,12070.01,2025-07-27
309,1061,5061,deposit,9763.47,2025-02-26
310,1061,5061,payment,7443.91,2024-08-25
311,1061,5061,deposit,2530.11,2024-06-26
312,1062,5062,withdrawal,7868.79,2025-03-12
313,1062,5062,deposit,10554.35,2024-11-10
314,1062,5062,payment,1143.94,2024-04-06
315,1062,5062,transfer,4911.46,2025-03-22
316,1062,5062,transfer,4025.73,2025-03-27
317,1062,5062,withdrawal,281.54,2024-01-29
318,1062,5062,withdrawal,10789.65,2024-01-10
319,1062,5062,payment,6744.64,2024-03-27
320,1063,5063,withdrawal,12027.33,2024-10-27
321,1063,5063,payment,11678.3,2024-04-28
322,1063,5063,payment,13261.51,2024-05-15
323,1063,5063,deposit,70919.64,2025-12-20
324,1064,5064,payment,4277.31,2024-08-30
325,1064,5064,deposit,4845.25,2025-02-27
326,1064,5064,payment,4689.0,2025-05-30
327,1064,5064,withdrawal,1223.13,2024-01-20
328,1065,5065,payment,3870.61,2024-01-11
329,1065,5065,payment,2178.21,2025-02-04
330,1065,5065,withdrawal,9036.01,2024-02-07
331,1065,5065,withdrawal,622.25,2025-09-10
332,1066,5066,deposit,6860.66,2024-02-14
333,1066,5066,payment,3332.83,2024-05-03
334,1066,5066,transfer,6278.74,2024-02-27
335,1067,5067,withdrawal,46110.91,2024-08-31
336,1067,5067,transfer,5075.33,2025-05-31
337,1067,5067,transfer,11917.28,2025-03-30
338,1067,5067,withdrawal,13572.03,2025-06-27
339,1067,5067,transfer,18155.57,2025-01-08
340,1068,5068,deposit,2912.11,2025-10-01
341,1068,5068,payment,2085.82,2024-05-30
342,1068,5068,withdrawal,30481.07,2024-07-15
343,1068,5068,transfer,10021.35,2025-03-01
344,1068,5068,withdrawal,12039.93,2025-06-08
345,1069,5069,withdrawal,9066.12,2024-07-07
346,1069,5069,transfer,1334.41,2025-02-14
347,1069,5069,withdrawal,3269.52,2025-09-27
348,1069,5069,payment,8138.32,2024-11-06
349,1069,5069,withdrawal,3161.32,2024-03-19
350,1069,5069,withdrawal,1173.88,2024-09-02
351,1070,5070,payment,19962.6,2024-11-08
352,1070,5070,deposit,5970.73,2024-04-30
353,1070,5070,transfer,11797.62,2025-04-28
354,1070,5070,withdrawal,1088.38,2025-02-03
355,1070,5070,payment,392.07,2025-06-16
356,1071,5071,payment,7949.19,2024-11-05
357,1071,5071,withdrawal,6246.14,2024-10-26
358,1071,5071,deposit,33706.18,2024-01-04
359,1071,5071,transfer,25068.57,2025-01-23
360,1071,5071,deposit,882.92,2024-11-18
361,1072,5072,deposit,82966.98,2025-11-08
362,1072,5072,transfer,405427.84,2024-03-26
363,1072,5072,payment,8816.37,2025-06-14
364,1072,5072,withdrawal,55607.87,2024-06-04
365,1072,5072,transfer,1890.36,2024-06-08
366,1073,5073,deposit,15776.01,2025-11-27
367,1073,5073,deposit,1108.32,2025-11-09
368,1073,5073,withdrawal,12903.21,2024-07-24
369,1073,5073,payment,24479.3,2024-08-30
370,1073,5073,payment,17165.79,2025-08-04
371,1073,5073,transfer,12820.05,2024-10-05
372,1073,5073,deposit,9569.85,2025-12-08
373,1074,5074,transfer,18583.47,2025-06-07
374,1074,5074,payment,26543.35,2025-01-29
375,1074,5074,payment,20855.11,2024-08-23
376,1074,5074,withdrawal,24929.28,2025-03-02
377,1074,5074,withdrawal,15692.59,2025-01-30
378,1074,5074,deposit,7560.38,2024-01-01
379,1074,5074,payment,84450.23,2024-10-13
380,1074,5074,withdrawal,4653.71,2025-10-03
381,1075,5075,transfer,1567.75,2024-08-31
382,1075,5075,payment,1127.03,2025-02-04
383,1075,5075,deposit,5106.54,2024-03-03
384,1076,5076,withdrawal,3073.33,2024-06-27
385,1076,5076,transfer,7404.36,2025-04-10
386,1076,5076,payment,7919.95,2025-05-16
387,1076,5076,transfer,7774.69,2025-12-02
388,1076,5076,payment,168544.38,2024-01-25
389,1076,5076,payment,16480.76,2025-05-04
390,1076,5076,payment,38156.93,2024-03-21
391,1076,5076,deposit,4287.35,2025-01-14
392,1077,5077,transfer,32315.32,2024-06-12
393,1077,5077,transfer,3702.2,2025-04-20
394,1077,5077,deposit,34808.16,2024-01-21
395,1077,5077,transfer,6180.71,2024-05-08
396,1077,5077,deposit,122190.27,2024-10-06
397,1077,5077,transfer,9332.61,2025-08-26
398,1078,5078,deposit,10437.25,2024-06-04
399,1078,5078,payment,1459.15,2024-10-11
400,1078,5078,deposit,60684.91,2025-01-20
401,1078,5078,payment,7534.08,2025-12-12
402,1078,5078,withdrawal,24022.51,2025-01-09
403,1078,5078,transfer,3547.96,2025-08-08
404,1079,5079,withdrawal,16075.36,2024-09-29
405,1079,5079,transfer,13761.6,2024-10-27
406,1079,5079,withdrawal,1815.78,2024-02-12
407,1079,5079,transfer,8178.65,2024-08-22
408,1079,5079,withdrawal,20183.24,2025-11-05
409,1079,5079,transfer,6952.9,2025-02-28
410,1079,5079,deposit,1224.94,2024-07-03
411,1079,5079,transfer,4239.79,2024-01-14
412,1080,5080,transfer,7945.13,2024-04-02
413,1080,5080,transfer,25379.76,2025-07-19
414,1080,5080,deposit,21526.5,2025-04-19
415,1080,5080,withdrawal,45012.62,2025-02-24
416,1081,5081,transfer,28547.0,2025-09-15
417,1081,5081,deposit,15594.92,2024-11-24
418,1081,5081,payment,10262.74,2024-01-14
419,1081,5081,transfer,9091.76,2024-05-20
420,1081,5081,deposit,1918.89,2024-04-28
421,1082,5082,deposit,23762.53,2025-01-04
422,1082,5082,deposit,11202.18,2024-05-28
423,1082,5082,deposit,2761.22,2025-11-12
424,1082,5082,payment,4544.48,2025-02-28
425,1082,5082,payment,6032.75,2025-07-08
426,1082,5082,payment,1454.21,2025-04-13
427,1082,5082,transfer,39469.89,2024-09-06
428,1082,5082,deposit,3416.18,2024-02-21
429,1083,5083,deposit,23570.26,2024-11-09
430,1083,5083,deposit,3680.74,2025-10-26
431,1083,5083,payment,3432.89,2025-05-14
432,1084,5084,payment,7719.01,2024-06-12
433,1084,5084,deposit,51506.85,2025-10-08
434,1084,5084,withdrawal,25817.95,2024-02-21
435,1084,5084,withdrawal,1009.35,2025-05-22
436,1084,5084,deposit,106453.0,2024-01-14
437,1084,5084,deposit,26142.41,2025-07-14
438,1084,5084,payment,60739.47,2024-05-12
439,1085,5085,payment,14812.44,2025-04-30
440,1085,5085,transfer,994.66,2025-04-02
441,1085,5085,transfer,2514.11,2024-11-06
442,1085,5085,payment,9889.2,2024-01-03
443,1085,5085,payment,1742.6,2024-10-01
444,1085,5085,payment,6791.49,2024-12-10
445,1085,5085,transfer,3839.14,2025-12-08
446,1085,5085,deposit,14624.28,2025-10-25
447,1086,5086,payment,23025.81,2025-11-04
448,1086,5086,transfer,1587.51,2025-08-22
449,1086,5086,deposit,24305.31,2024-12-03
450,1087,5087,transfer,8668.77,2025-10-13
451,1087,5087,payment,8690.99,2025-04-06
452,1087,5087,transfer,120842.86,2024-02-27
453,1087,5087,payment,33628.81,2024-02-25
454,1087,5087,transfer,2147.27,2025-04-19
455,1087,5087,payment,91497.49,2024-08-24
456,1087,5087,transfer,2734.93,2025-03-08
457,1087,5087,payment,1169.43,2025-11-11
458,1088,5088,payment,81915.66,2024-10-14
459,1088,5088,transfer,4293.67,2025-04-27
460,1088,5088,transfer,14632.31,2025-11-07
461,1089,5089,deposit,2253.32,2024-06-09
462,1089,5089,deposit,3830.18,2024-04-01
463,1089,5089,deposit,8874.67,2024-02-23
464,1089,5089,deposit,67629.27,2025-10-08
465,1089,5089,withdrawal,118594.33,2025-09-27
466,1089,5089,deposit,13038.02,2025-03-08
467,1089,5089,transfer,6364.44,2024-08-08
468,1090,5090,deposit,2283.96,2024-07-24
469,1090,5090,withdrawal,15499.43,2024-11-18
470,1090,5090,withdrawal,8656.0,2025-07-29
471,1090,5090,payment,3887.79,2024-01-07
472,1090,5090,transfer,18724.79,2025-09-25
473,1090,5090,payment,5114.59,2024-06-28
474,1090,5090,deposit,7452.77,2024-12-18
475,1090,5090,deposit,199944.57,2025-08-24
476,1091,5091,payment,11140.92,2024-08-07
477,1091,5091,withdrawal,15757.88,2024-06-02
478,1091,5091,transfer,3920.59,2024-03-02
479,1091,5091,payment,2689.86,2025-06-05
480,1091,5091,payment,152161.23,2025-10-03
481,1091,5091,payment,4744.98,2025-02-19
482,1091,5091,deposit,3527.02,2024-06-27
483,1092,5092,deposit,5647.25,2024-03-08
484,1092,5092,withdrawal,37514.05,2025-07-21
485,1092,5092,transfer,9240.1,2025-07-31
486,1092,5092,deposit,120765.02,2025-06-25
487,1092,5092,withdrawal,2323.36,2024-05-02
488,1093,5093,transfer,563.76,2024-05-24
489,1093,5093,withdrawal,2918.49,2024-07-13
490,1093,5093,transfer,1968.11,2025-09-28
491,1094,5094,payment,30520.73,2024-04-22
492,1094,5094,payment,6529.23,2025-04-20
493,1094,5094,withdrawal,6824.87,2025-02-20
494,1094,5094,transfer,627.08,2025-12-11
495,1094,5094,withdrawal,33963.03,2024-05-13
496,1095,5095,payment,2894.13,2025-01-11
497,1095,5095,withdrawal,28071.39,2024-04-29
498,1095,5095,transfer,10848.98,2024-09-03
499,1096,5096,payment,7251.36,2025-11-27
500,1096,5096,transfer,1666.99,2024-12-07
501,1096,5096,payment,8435.16,2025-08-18
502,1096,5096,withdrawal,20459.46,2024-04-16
503,1096,5096,transfer,4217.59,2024-11-08
504,1096,5096,withdrawal,23025.42,2025-08-31
505,1096,5096,payment,1616.02,2025-06-12
506,1097,5097,payment,9147.74,2025-12-28
507,1097,5097,withdrawal,225927.71,2024-10-12
508,1097,5097,transfer,19265.14,2025-12-19
509,1097,5097,withdrawal,3392.09,2024-12-10
510,1097,5097,transfer,410.6,2024-11-14
511,1097,5097,withdrawal,7394.28,2025-11-25
512,1098,5098,transfer,52559.27,2024-07-26
513,1098,5098,withdrawal,73658.24,2024-09-10
514,1098,5098,transfer,399.11,2025-09-02
515,1098,5098,withdrawal,4577.53,2024-04-23
516,1098,5098,deposit,2011.52,2025-01-16
517,1098,5098,payment,167895.19,2024-12-14
518,1098,5098,withdrawal,904.74,2024-11-02
519,1098,5098,transfer,2663.2,2024-10-12
520,1099,5099,deposit,14640.48,2024-08-22
521,1099,5099,withdrawal,7762.76,2024-01-18
522,1099,5099,transfer,24188.54,2024-06-22
523,1099,5099,transfer,6029.56,2024-04-05
524,1099,5099,withdrawal,15745.42,2024-01-31
525,1100,5100,withdrawal,13802.06,2024-08-23
526,1100,5100,deposit,15005.25,2024-12-02
527,1100,5100,withdrawal,8468.89,2025-11-06
528,1101,5101,deposit,4385.45,2025-01-12
529,1101,5101,transfer,72447.89,2025-05-02
530,1101,5101,payment,2839.6,2025-08-15
531,1101,5101,transfer,2438.41,2025-02-02
532,1101,5101,withdrawal,7193.04,2025-01-29
533,1101,5101,payment,176168.82,2025-12-08
534,1101,5101,payment,6708.7,2024-08-29
535,1102,5102,withdrawal,50216.83,2024-10-07
536,1102,5102,deposit,125318.5,2025-06-16
537,1102,5102,transfer,5653.67,2024-04-22
538,1102,5102,deposit,15929.33,2025-09-01
539,1102,5102,withdrawal,1136.77,2025-06-06
540,1102,5102,payment,2650.57,2024-09-26
541,1102,5102,transfer,236.99,2024-03-21
542,1103,5103,deposit,5950.51,2025-11-12
543,1103,5103,withdrawal,29788.19,2024-04-30
544,1103,5103,deposit,1834.17,2024-12-17
545,1103,5103,deposit,9080.64,2025-07-03
546,1103,5103,deposit,693.62,2024-08-16
547,1103,5103,withdrawal,10070.43,2024-07-19
548,1103,5103,payment,2396.3,2025-05-23
549,1103,5103,deposit,2579.93,2025-07-23
550,1104,5104,deposit,883.55,2025-03-15
551,1104,5104,payment,19470.19,2025-06-16
552,1104,5104,deposit,6091.93,2025-02-15
553,1104,5104,payment,14076.68,2024-02-21
554,1105,5105,withdrawal,25255.74,2025-12-19
555,1105,5105,payment,1227.85,2025-06-10
556,1105,5105,transfer,1355.93,2024-08-06
557,1105,5105,withdrawal,2854.89,2025-09-17
558,1105,5105,transfer,32967.24,2024-06-06
559,1105,5105,payment,4552.08,2024-10-08
560,1105,5105,transfer,36019.4,2025-05-28
561,1106,5106,payment,1057.97,2024-03-04
562,1106,5106,payment,1112.1,2024-08-24
563,1106,5106,payment,58905.4,2024-11-11
564,1106,5106,withdrawal,8700.24,2025-02-26
565,1106,5106,payment,19074.72,2024-12-04
566,1106,5106,transfer,71666.05,2025-03-10
567,1107,5107,transfer,6100.03,2025-12-18
568,1107,5107,payment,99102.77,2024-04-23
569,1107,5107,payment,8379.66,2025-09-14
570,1107,5107,transfer,20067.7,2025-06-07
571,1107,5107,withdrawal,222553.91,2024-12-11
572,1108,5108,payment,5471.28,2024-04-13
573,1108,5108,transfer,2262.41,2025-03-05
574,1108,5108,deposit,5668.15,2024-04-07
575,1109,5109,deposit,51966.44,2024-01-11
576,1109,5109,withdrawal,233.29,2025-01-27
