customer_id,age,job,marital_status,education
1145,31,management,divorced,tertiary
1146,59,services,married,secondary
1147,24,blue-collar,married,secondary
1148,26,services,single,secondary
1149,59,retired,single,secondary
1150,30,entrepreneur,single,primary
1151,37,admin,married,secondary
1152,30,admin,single,secondary
1153,25,blue-collar,married,secondary
1154,44,services,divorced,secondary
1155,29,management,married,tertiary
1156,26,management,single,tertiary
1157,26,technician,single,secondary
1158,27,services,single,secondary
1159,25,self-employed,single,secondary
1160,28,management,married,secondary
1161,23,services,single,secondary
1162,34,management,single,tertiary
1163,28,student,single,secondary
1164,51,entrepreneur,married,unknown
1165,35,blue-collar,married,secondary
1166,35,admin,married,secondary
1167,56,blue-collar,married,secondary
1168,45,unemployed,divorced,secondary
1169,60,blue-collar,divorced,secondary
1170,56,technician,married,secondary
1171,27,management,single,tertiary
1172,30,admin,married,secondary
1173,45,blue-collar,divorced,primary
1174,29,blue-collar,single,secondary
1175,38,management,divorced,tertiary
1176,30,blue-collar,married,secondary
1177,44,blue-collar,single,primary
1178,36,management,single,tertiary
1179,38,technician,married,secondary
1180,36,blue-collar,single,secondary
1181,37,management,divorced,secondary
1182,35,management,single,tertiary
1183,38,admin,divorced,secondary
1184,40,services,married,primary
1185,42,unemployed,divorced,secondary
1186,46,management,divorced,tertiary
1187,35,technician,divorced,secondary
1188,34,technician,divorced,secondary
1189,32,services,married,secondary
1190,50,unemployed,married,secondary
1191,35,blue-collar,married,secondary
1192,36,technician,single,secondary
1193,53,blue-collar,divorced,primary
1194,46,management,single,tertiary
1195,26,management,single,tertiary
1196,45,technician,single,secondary
1197,31,unemployed,divorced,primary
1198,29,management,single,tertiary
1199,53,entrepreneur,single,secondary
1200,27,blue-collar,married,primary
1201,39,management,married,tertiary
1202,36,services,married,secondary
1203,41,blue-collar,married,primary
1204,36,services,married,primary
1205,32,technician,married,secondary
1206,35,services,married,secondary
1207,36,management,single,tertiary
1208,35,management,married,tertiary
1209,30,blue-collar,single,secondary
1210,42,blue-collar,married,secondary
1211,42,technician,single,secondary
1212,32,blue-collar,married,primary
1213,29,blue-collar,single,secondary
1214,44,management,divorced,tertiary
1215,32,technician,single,secondary
1216,31,unemployed,married,secondary
1217,40,self-employed,married,secondary
1218,43,entrepreneur,married,secondary
1219,27,management,single,secondary
1220,37,services,single,secondary
1221,23,services,single,secondary
1222,25,management,married,primary
1223,26,blue-collar,single,secondary
1224,47,blue-collar,divorced,primary
1225,35,admin,married,secondary
1226,32,technician,single,tertiary
1227,45,management,divorced,secondary
1228,30,admin,divorced,secondary
1229,29,services,single,secondary
1230,38,blue-collar,married,primary
1231,23,blue-collar,single,secondary
1232,27,management,single,tertiary
1233,27,management,single,tertiary
1234,29,services,single,secondary
1235,30,self-employed,married,tertiary
1236,36,blue-collar,married,primary
1237,35,admin,divorced,secondary
1238,36,blue-collar,married,secondary
1239,59,retired,divorced,primary
1240,47,entrepreneur,married,secondary
1241,58,entrepreneur,married,tertiary
1242,37,management,single,tertiary
1243,46,admin,single,secondary
1244,43,blue-collar,single,secondary
1245,27,management,single,tertiary
1246,38,services,divorced,secondary
1247,53,housemaid,married,primary
1248,47,blue-collar,married,secondary
1249,56,housemaid,divorced,primary
1250,41,housemaid,married,secondary
1251,29,self-employed,married,secondary
1252,50,technician,married,secondary
1253,45,blue-collar,divorced,primary
1254,35,blue-collar,married,secondary
1255,26,technician,single,secondary
1256,26,admin,married,secondary
1257,37,blue-collar,married,unknown
1258,30,admin,single,secondary
1259,38,management,single,tertiary
1260,37,services,divorced,secondary
1261,53,technician,married,secondary
1262,29,blue-collar,single,primary
1263,35,management,single,tertiary
1264,28,blue-collar,married,secondary
1265,55,blue-collar,married,unknown
1266,49,management,divorced,secondary
1267,50,services,married,secondary
1268,43,management,single,tertiary
1269,58,self-employed,divorced,tertiary
1270,38,technician,married,primary
1271,48,blue-collar,divorced,primary
1272,59,management,married,secondary
1273,58,blue-collar,married,secondary
1274,36,self-employed,single,tertiary
1275,42,entrepreneur,married,tertiary
1276,41,admin,single,secondary
1277,42,admin,married,secondary
1278,39,management,married,tertiary
1279,57,housemaid,married,primary
1280,52,retired,married,unknown
1281,59,retired,married,unknown
1282,56,blue-collar,married,secondary
1283,49,management,married,tertiary
1284,35,blue-collar,divorced,unknown
1285,36,unemployed,married,secondary
1286,40,admin,single,tertiary
1287,55,blue-collar,married,secondary
1288,58,admin,married,secondary
1289,39,self-employed,married,tertiary
1290,47,housemaid,single,tertiary
1291,40,management,married,secondary
1292,35,blue-collar,married,tertiary
1293,48,blue-collar,married,secondary
1294,48,management,divorced,tertiary
1295,24,blue-collar,single,secondary
1296,49,blue-collar,married,primary
1297,36,blue-collar,married,secondary
1298,52,retired,divorced,tertiary
1299,42,entrepreneur,single,unknown
1300,36,services,married,secondary
1301,36,blue-collar,divorced,secondary
1302,48,unemployed,single,tertiary
1303,51,management,single,secondary
1304,51,blue-collar,married,secondary
1305,46,technician,married,secondary
1306,37,management,married,tertiary
1307,36,entrepreneur,married,tertiary
1308,47,management,married,secondary
1309,40,technician,divorced,tertiary
1310,38,student,single,tertiary
1311,40,management,married,secondary
1312,39,blue-collar,married,primary
1313,60,management,married,tertiary
1314,39,self-employed,single,tertiary
1315,51,services,divorced,secondary
1316,27,admin,married,secondary
1317,41,management,single,tertiary
1318,42,blue-collar,single,primary
1319,41,entrepreneur,married,secondary
1320,33,technician,married,secondary
1321,46,admin,married,secondary
1322,31,blue-collar,married,secondary
1323,41,blue-collar,married,primary
1324,41,blue-collar,divorced,secondary
1325,55,retired,divorced,secondary
1326,53,technician,married,secondary
1327,55,housemaid,married,primary
1328,39,services,married,secondary
1329,40,entrepreneur,married,tertiary
1330,59,retired,married,primary
1331,42,blue-collar,single,secondary
1332,41,blue-collar,married,primary
1333,27,blue-collar,married,secondary
1334,25,blue-collar,single,secondary
1335,43,unemployed,married,primary
1336,44,services,married,secondary
1337,26,blue-collar,single,secondary
1338,52,retired,married,tertiary
1339,54,services,married,unknown
1340,56,management,married,tertiary
1341,57,management,married,tertiary
1342,29,blue-collar,single,secondary
1343,47,technician,married,tertiary
1344,57,management,married,tertiary
1345,40,blue-collar,married,secondary
1346,46,services,divorced,secondary
1347,43,blue-collar,single,secondary
1348,45,management,married,tertiary
1349,24,management,married,secondary
1350,40,blue-collar,married,secondary
1351,38,services,divorced,unknown
1352,36,unemployed,married,tertiary
1353,27,blue-collar,single,secondary
1354,26,admin,single,primary
1355,43,management,married,tertiary
1356,25,blue-collar,single,primary
1357,27,blue-collar,married,tertiary
1358,30,technician,married,tertiary
1359,28,admin,single,secondary
1360,27,blue-collar,married,primary
1361,32,admin,divorced,secondary
1362,41,blue-collar,single,secondary
1363,37,technician,single,tertiary
1364,27,technician,single,secondary
1365,29,services,single,secondary
1366,33,services,married,secondary
1367,36,technician,married,primary
1368,28,blue-collar,single,secondary
1369,55,blue-collar,married,secondary
1370,51,technician,married,secondary
1371,39,technician,single,secondary
1372,42,blue-collar,divorced,primary
1373,33,services,single,secondary
1374,36,entrepreneur,divorced,tertiary
1375,45,technician,married,secondary
1376,37,self-employed,married,secondary
1377,46,unemployed,married,secondary
1378,32,self-employed,single,tertiary
1379,28,technician,single,secondary
1380,45,admin,divorced,secondary
1381,41,blue-collar,single,secondary
1382,59,blue-collar,divorced,primary
1383,47,technician,single,secondary
1384,31,blue-collar,single,secondary
1385,31,management,single,tertiary
1386,33,entrepreneur,married,secondary
1387,52,entrepreneur,married,tertiary
1388,26,self-employed,single,secondary
1389,25,technician,single,secondary
1390,25,blue-collar,married,secondary
1391,28,blue-collar,single,secondary
1392,33,entrepreneur,divorced,tertiary
1393,45,management,divorced,tertiary
1394,36,services,married,secondary
1395,26,blue-collar,single,secondary
1396,38,technician,married,secondary
1397,56,blue-collar,single,secondary
1398,26,admin,single,secondary
1399,26,technician,married,secondary
1400,25,blue-collar,single,secondary
1401,26,unemployed,single,secondary
1402,40,blue-collar,married,primary
1403,37,admin,married,primary
1404,43,blue-collar,single,primary
1405,41,services,divorced,tertiary
1406,49,blue-collar,married,secondary
1407,29,admin,divorced,tertiary
1408,39,services,divorced,secondary
1409,38,management,married,tertiary
1410,26,technician,married,secondary
1411,32,management,married,tertiary
1412,33,blue-collar,married,primary
1413,31,management,single,tertiary
1414,49,blue-collar,married,primary
1415,27,unemployed,single,primary
1416,30,blue-collar,single,secondary
1417,35,blue-collar,married,secondary
1418,26,blue-collar,single,secondary
1419,45,entrepreneur,married,unknown
1420,34,admin,married,secondary
1421,28,admin,single,secondary
1422,25,blue-collar,single,secondary
1423,30,blue-collar,single,secondary
1424,30,services,married,secondary
1425,47,services,married,secondary
1426,57,admin,divorced,secondary
1427,38,management,married,tertiary
1428,54,technician,married,secondary
1429,25,blue-collar,single,primary
1430,30,blue-collar,married,secondary
1431,26,management,single,tertiary
1432,31,student,married,primary
1433,29,blue-collar,single,secondary
1434,49,blue-collar,married,secondary
1435,60,retired,divorced,secondary
1436,60,management,married,tertiary
1437,29,management,single,tertiary
1438,55,management,divorced,secondary
1439,44,admin,married,secondary
1440,47,technician,married,secondary
1441,35,admin,married,secondary
1442,35,entrepreneur,married,secondary
1443,38,technician,married,secondary
1444,34,entrepreneur,married,tertiary
1445,50,technician,married,secondary
1446,43,admin,married,tertiary
1447,44,admin,divorced,secondary
1448,51,services,divorced,secondary
1449,31,technician,married,secondary
1450,39,technician,married,tertiary
1451,59,management,married,tertiary
1452,25,services,single,secondary
1453,58,management,married,tertiary
1454,30,entrepreneur,married,primary
1455,34,blue-collar,single,primary
1456,51,services,divorced,secondary
1457,60,retired,married,secondary
1458,51,entrepreneur,married,secondary
1459,37,management,divorced,tertiary
1460,30,blue-collar,single,primary
1461,46,entrepreneur,divorced,secondary
1462,29,student,single,tertiary
1463,27,entrepreneur,married,tertiary
1464,28,management,single,tertiary
1465,34,blue-collar,single,secondary
1466,29,blue-collar,single,unknown
1467,27,management,single,tertiary
1468,26,technician,single,secondary
1469,36,management,married,tertiary
1470,44,blue-collar,married,primary
1471,39,blue-collar,married,tertiary
1472,30,technician,married,secondary
1473,31,unemployed,divorced,tertiary
1474,56,blue-collar,married,primary
1475,29,blue-collar,married,secondary
1476,43,blue-collar,married,secondary
1477,32,blue-collar,married,secondary
1478,30,admin,single,secondary
1479,40,blue-collar,married,secondary
1480,42,services,married,secondary
1481,27,student,married,secondary
1482,35,management,married,tertiary
1483,35,housemaid,married,primary
1484,32,blue-collar,single,secondary
1485,39,technician,married,secondary
1486,31,blue-collar,divorced,secondary
1487,26,services,single,secondary
1488,42,management,married,tertiary
1489,27,services,single,secondary
1490,33,self-employed,divorced,secondary
1491,51,blue-collar,married,primary
1492,33,admin,married,secondary
1493,30,technician,single,tertiary
1494,52,housemaid,married,primary
1495,42,blue-collar,divorced,primary
1496,31,management,divorced,tertiary
1497,27,services,married,secondary
1498,44,blue-collar,single,secondary
1499,40,entrepreneur,divorced,secondary
1500,46,housemaid,divorced,primary
1501,32,services,divorced,secondary
1502,56,technician,divorced,secondary
1503,33,blue-collar,married,secondary
1504,33,blue-collar,married,secondary
1505,32,self-employed,married,primary
1506,41,blue-collar,divorced,primary
1507,31,admin,single,secondary
1508,30,admin,divorced,secondary
1509,34,admin,divorced,secondary
1510,43,entrepreneur,married,secondary
1511,28,blue-collar,married,secondary
1512,32,admin,divorced,secondary
1513,31,blue-collar,divorced,secondary
1514,35,entrepreneur,single,tertiary
1515,31,management,married,tertiary
1516,25,services,single,secondary
1517,56,retired,divorced,tertiary
1518,47,technician,married,secondary
1519,39,management,married,tertiary
1520,51,management,married,tertiary
1521,54,technician,divorced,secondary
1522,58,retired,married,unknown
1523,42,unemployed,married,unknown
1524,56,services,married,primary
1525,55,housemaid,married,secondary
1526,26,blue-collar,single,primary
1527,40,admin,single,secondary
1528,26,technician,single,secondary
1529,35,management,single,tertiary
1530,34,services,single,secondary
1531,41,management,single,tertiary
1532,44,management,married,primary
1533,33,management,single,tertiary
1534,36,management,divorced,tertiary
1535,38,technician,married,secondary
1536,35,technician,married,tertiary
1537,41,technician,single,tertiary
1538,41,management,divorced,unknown
1539,28,blue-collar,married,secondary
1540,26,services,married,secondary
1541,39,blue-collar,single,secondary
1542,25,admin,married,unknown
1543,37,admin,married,secondary
1544,25,management,married,secondary
1545,46,management,divorced,tertiary
1546,25,blue-collar,single,secondary
1547,28,technician,single,tertiary
1548,33,services,divorced,secondary
1549,32,management,single,secondary
1550,32,blue-collar,married,secondary
1551,47,technician,single,secondary
1552,50,entrepreneur,married,tertiary
1553,27,technician,married,secondary
1554,45,admin,married,secondary
1555,51,admin,single,secondary
1556,36,admin,married,secondary
1557,51,self-employed,married,secondary
1558,33,services,single,tertiary
1559,59,technician,married,secondary
1560,38,entrepreneur,married,tertiary
1561,40,services,married,secondary
1562,51,blue-collar,married,primary
1563,41,entrepreneur,single,secondary
1564,38,entrepreneur,married,secondary
1565,31,management,married,tertiary
1566,28,admin,single,secondary
1567,41,blue-collar,married,secondary
1568,33,management,divorced,tertiary
1569,25,student,single,secondary
1570,45,admin,divorced,secondary
1571,31,blue-collar,married,primary
1572,28,services,single,secondary
1573,49,technician,divorced,secondary
1574,25,services,married,secondary
1575,28,unemployed,single,tertiary
1576,54,retired,married,secondary
1577,28,technician,single,tertiary
1578,27,technician,single,tertiary
1579,49,blue-collar,single,primary
1580,53,blue-collar,married,primary
1581,26,technician,single,secondary
1582,37,services,married,secondary
1583,34,blue-collar,single,secondary
1584,51,retired,married,primary
1585,39,housemaid,married,secondary
1586,35,technician,single,tertiary
1587,51,unemployed,married,primary
1588,30,management,single,tertiary
1589,42,blue-collar,single,primary
1590,54,management,married,secondary
1591,51,blue-collar,married,primary
1592,57,retired,divorced,primary
1593,30,management,married,tertiary
1594,37,blue-collar,single,secondary
1595,39,technician,married,secondary
1596,35,technician,married,tertiary
1597,48,management,married,secondary
1598,31,management,married,tertiary
1599,35,self-employed,married,secondary
1600,48,housemaid,married,secondary
1601,53,housemaid,married,primary
1602,27,technician,single,secondary
1603,55,technician,married,secondary
1604,40,services,married,secondary
1605,40,self-employed,single,tertiary
1606,38,blue-collar,divorced,secondary
1607,54,retired,single,secondary
1608,54,technician,married,secondary
1609,50,admin,single,secondary
1610,48,management,divorced,tertiary
1611,41,services,married,unknown
1612,51,blue-collar,divorced,primary
1613,42,technician,single,tertiary
1614,58,retired,divorced,secondary
1615,47,unemployed,married,secondary
1616,58,admin,married,secondary
1617,41,blue-collar,married,secondary
1618,50,admin,married,secondary
1619,46,housemaid,married,secondary
1620,44,blue-collar,married,secondary
1621,36,services,married,secondary
1622,58,management,divorced,secondary
1623,44,unemployed,single,primary
1624,49,entrepreneur,divorced,unknown
1625,55,management,married,tertiary
1626,52,unemployed,married,primary
1627,60,retired,divorced,secondary
1628,41,services,married,unknown
1629,36,management,married,tertiary
1630,41,blue-collar,divorced,primary
1631,50,entrepreneur,married,tertiary
1632,44,housemaid,married,primary
1633,54,technician,married,secondary
1634,35,management,married,tertiary
1635,59,retired,divorced,secondary
1636,42,entrepreneur,married,unknown
1637,27,management,single,tertiary
1638,59,housemaid,divorced,primary
1639,43,admin,married,secondary
1640,39,technician,single,secondary
1641,33,unemployed,married,secondary
1642,36,self-employed,single,tertiary
1643,35,blue-collar,divorced,primary
1644,50,blue-collar,married,unknown
1645,55,technician,married,secondary
1646,51,unemployed,divorced,tertiary
1647,48,entrepreneur,married,tertiary
1648,55,housemaid,divorced,primary
1649,30,services,married,secondary
1650,53,blue-collar,married,primary
1651,40,blue-collar,married,secondary
1652,44,technician,married,primary
1653,49,management,divorced,tertiary
1654,40,admin,married,secondary
1655,58,unemployed,married,primary
1656,49,services,married,secondary
1657,38,technician,married,secondary
1658,51,housemaid,divorced,tertiary
1659,36,management,divorced,tertiary
1660,55,retired,married,secondary
1661,43,technician,married,tertiary
1662,60,management,divorced,secondary
1663,57,retired,married,secondary
1664,41,technician,married,tertiary
1665,50,technician,married,tertiary
1666,53,blue-collar,married,secondary
1667,59,retired,married,primary
1668,59,housemaid,married,primary
1669,52,unknown,married,unknown
1670,58,management,divorced,tertiary
1671,59,retired,married,primary
1672,49,technician,single,secondary
1673,33,management,divorced,tertiary
1674,55,blue-collar,married,primary
1675,42,technician,married,tertiary
1676,52,services,married,secondary
1677,38,technician,married,tertiary
1678,55,technician,married,tertiary
1679,49,technician,married,tertiary
1680,56,technician,divorced,secondary
1681,46,technician,married,secondary
1682,57,retired,divorced,tertiary
1683,61,retired,married,secondary
1684,45,admin,married,secondary
1685,39,management,married,tertiary
1686,46,admin,married,secondary
1687,43,management,single,tertiary
1688,34,services,married,secondary
1689,35,management,divorced,tertiary
1690,36,management,divorced,tertiary
1691,45,management,divorced,tertiary
1692,47,technician,married,secondary
1693,42,technician,married,tertiary
1694,40,management,single,tertiary
1695,40,technician,divorced,secondary
1696,32,technician,married,secondary
1697,33,technician,single,secondary
1698,32,self-employed,married,tertiary
1699,46,blue-collar,married,primary
1700,50,admin,married,secondary
1701,51,blue-collar,married,primary
1702,30,management,single,tertiary
1703,39,technician,single,secondary
1704,47,admin,married,secondary
1705,40,technician,divorced,secondary
1706,50,blue-collar,married,primary
1707,60,management,married,tertiary
1708,32,management,single,tertiary
1709,57,technician,married,tertiary
1710,41,self-employed,married,tertiary
1711,50,technician,married,secondary
1712,46,technician,divorced,secondary
1713,31,management,married,tertiary
1714,36,technician,single,secondary
1715,45,technician,divorced,secondary
1716,33,technician,divorced,secondary
1717,47,services,married,secondary
1718,35,management,married,tertiary
1719,38,management,married,tertiary
1720,33,management,married,tertiary
1721,44,technician,single,secondary
1722,31,management,single,tertiary
1723,31,management,single,tertiary
1724,49,services,married,secondary
1725,52,services,married,primary
1726,31,technician,married,tertiary
1727,35,management,married,tertiary
1728,31,management,single,tertiary
1729,36,technician,divorced,secondary
1730,39,management,married,tertiary
1731,46,management,married,tertiary
1732,48,blue-collar,married,primary
1733,36,management,married,tertiary
1734,30,management,married,tertiary
1735,33,management,single,tertiary
1736,57,housemaid,married,primary
1737,33,management,single,tertiary
1738,35,management,married,tertiary
1739,53,management,married,tertiary
1740,41,management,married,secondary
1741,32,management,single,secondary
1742,41,management,married,tertiary
1743,35,technician,single,secondary
1744,48,blue-collar,married,primary
1745,34,management,married,tertiary
1746,47,blue-collar,married,secondary
1747,46,unemployed,married,secondary
1748,60,retired,married,secondary
1749,39,management,married,secondary
1750,57,blue-collar,married,primary
1751,36,unemployed,divorced,secondary
1752,30,management,married,secondary
1753,33,technician,married,secondary
1754,30,management,married,tertiary
1755,36,technician,single,secondary
1756,49,blue-collar,married,primary
1757,49,blue-collar,married,secondary
1758,40,unemployed,divorced,secondary
1759,49,blue-collar,married,primary
1760,38,management,married,tertiary
1761,31,management,single,tertiary
1762,34,management,married,tertiary
1763,39,management,married,tertiary
1764,40,management,married,secondary
1765,47,technician,married,secondary
1766,37,technician,single,secondary
1767,44,technician,single,secondary
1768,55,management,married,tertiary
1769,40,technician,married,secondary
1770,54,retired,married,primary
1771,35,technician,married,secondary
1772,32,technician,single,tertiary
1773,36,management,divorced,tertiary
1774,37,management,married,tertiary
1775,37,technician,single,secondary
1776,50,self-employed,married,secondary
1777,58,retired,married,tertiary
1778,52,technician,divorced,secondary
1779,31,management,married,tertiary
1780,40,management,married,tertiary
1781,34,management,single,tertiary
1782,53,services,married,secondary
1783,43,management,married,tertiary
1784,30,technician,single,tertiary
1785,34,technician,single,secondary
1786,48,admin,divorced,secondary
1787,33,management,married,tertiary
1788,37,management,single,tertiary
1789,57,technician,divorced,secondary
1790,55,retired,married,primary
1791,34,technician,married,tertiary
1792,44,entrepreneur,married,tertiary
1793,35,management,single,tertiary
1794,34,housemaid,married,primary
1795,49,services,married,secondary
1796,30,technician,married,secondary
1797,32,management,single,tertiary
1798,56,blue-collar,married,primary
1799,50,management,single,tertiary
1800,32,technician,single,secondary
1801,45,technician,single,tertiary
1802,52,management,married,tertiary
1803,60,blue-collar,married,primary
1804,47,management,married,tertiary
1805,32,technician,single,secondary
1806,55,blue-collar,married,primary
1807,36,management,single,tertiary
1808,46,technician,married,secondary
1809,55,management,divorced,tertiary
1810,30,management,single,tertiary
1811,54,blue-collar,married,secondary
1812,31,management,divorced,tertiary
1813,46,technician,single,tertiary
1814,61,management,married,secondary
1815,58,retired,married,primary
1816,38,technician,single,secondary
1817,49,technician,married,secondary
1818,43,management,single,tertiary
1819,52,management,married,tertiary
1820,33,self-employed,single,tertiary
1821,33,management,married,tertiary
1822,53,management,married,tertiary
1823,40,admin,single,tertiary
1824,44,self-employed,married,tertiary
1825,42,technician,divorced,secondary
1826,33,management,single,tertiary
1827,53,technician,married,tertiary
1828,60,admin,married,tertiary
1829,33,technician,single,secondary
1830,37,technician,married,tertiary
1831,45,admin,married,secondary
1832,34,technician,single,secondary
1833,56,technician,married,tertiary
1834,57,technician,divorced,tertiary
1835,32,management,single,tertiary
1836,50,services,married,secondary
1837,30,services,single,tertiary
1838,56,admin,married,secondary
1839,55,blue-collar,married,secondary
1840,34,self-employed,single,tertiary
1841,52,management,married,tertiary
1842,32,management,single,tertiary
1843,31,self-employed,married,tertiary
1844,44,technician,married,secondary
1845,33,management,married,tertiary
1846,53,blue-collar,married,secondary
1847,46,management,single,tertiary
1848,46,entrepreneur,married,tertiary
1849,59,admin,married,secondary
1850,51,unemployed,married,secondary
1851,57,retired,married,primary
1852,43,technician,married,secondary
1853,48,management,single,tertiary
1854,33,housemaid,married,primary
1855,59,blue-collar,married,primary
1856,58,blue-collar,married,primary
1857,32,management,single,tertiary
1858,44,management,married,tertiary
1859,47,blue-collar,married,unknown
1860,34,technician,married,secondary
1861,51,retired,married,tertiary
1862,60,unknown,married,unknown
1863,46,admin,married,secondary
1864,41,technician,married,tertiary
1865,34,self-employed,single,secondary
1866,31,technician,divorced,tertiary
1867,37,management,married,tertiary
1868,59,retired,married,secondary
1869,55,services,married,unknown
1870,33,management,single,tertiary
1871,30,technician,married,tertiary
1872,36,management,married,tertiary
1873,44,management,married,tertiary
1874,36,technician,divorced,secondary
1875,33,management,single,tertiary
1876,36,technician,married,secondary
1877,53,blue-collar,married,primary
1878,47,admin,divorced,secondary
1879,39,management,married,tertiary
1880,35,technician,single,secondary
1881,32,management,single,tertiary
1882,46,technician,divorced,secondary
1883,30,self-employed,married,tertiary
1884,36,self-employed,single,tertiary
1885,47,admin,divorced,secondary
1886,52,technician,married,secondary
1887,43,management,married,tertiary
1888,44,technician,single,secondary
1889,30,blue-collar,married,secondary
1890,32,admin,married,secondary
1891,42,admin,single,secondary
1892,33,services,married,secondary
1893,45,admin,married,secondary
1894,45,blue-collar,married,secondary
1895,28,student,single,secondary
1896,32,technician,single,tertiary
1897,28,self-employed,married,secondary
1898,44,admin,divorced,primary
1899,51,entrepreneur,married,tertiary
1900,56,technician,married,secondary
1901,40,technician,divorced,tertiary
1902,49,admin,married,secondary
1903,50,management,single,tertiary
1904,58,admin,divorced,secondary
1905,37,admin,married,secondary
1906,27,entrepreneur,married,secondary
1907,47,management,divorced,tertiary
1908,39,admin,married,secondary
1909,43,management,married,secondary
1910,34,technician,married,secondary
1911,35,management,divorced,tertiary
1912,58,management,divorced,tertiary
1913,35,management,single,tertiary
1914,42,technician,divorced,secondary
1915,43,retired,married,secondary
1916,34,housemaid,married,secondary
