account_id,customer_id,account_type,balance,has_credit_card,opened_date
5244,1244,savings,318,no,2020-01-21
5245,1245,savings,703,yes,2020-01-21
5246,1246,fixed_deposit,61,no,2020-01-21
5247,1247,savings,104,no,2020-01-21
5248,1248,fixed_deposit,1996,yes,2020-01-21
5249,1249,fixed_deposit,1238,yes,2020-01-21
5250,1250,fixed_deposit,879,no,2020-01-21
5251,1251,savings,425,yes,2020-01-21
5252,1252,savings,416,yes,2020-01-21
5253,1253,fixed_deposit,844,no,2020-01-22
5254,1254,savings,860,yes,2020-01-22
5255,1255,savings,639,no,2020-01-22
5256,1256,current,710,yes,2020-01-22
5257,1257,fixed_deposit,1508,no,2020-01-22
5258,1258,current,223,no,2020-01-22
5259,1259,current,619,no,2020-01-22
5260,1260,savings,319,yes,2020-01-22
5261,1261,current,480,no,2020-01-22
5262,1262,fixed_deposit,213,no,2020-01-22
5263,1263,savings,68,no,2020-01-22
5264,1264,current,2788,yes,2020-01-22
5265,1265,fixed_deposit,7561,yes,2020-01-23
5266,1266,current,-46,no,2020-01-23
5267,1267,current,1595,yes,2020-01-23
5268,1268,current,1046,no,2020-01-23
5269,1269,savings,1382,yes,2020-01-23
5270,1270,savings,217,no,2020-01-23
5271,1271,current,183,no,2020-01-23
5272,1272,current,1321,no,2020-01-23
5273,1273,fixed_deposit,25,no,2020-01-23
5274,1274,fixed_deposit,4844,no,2020-01-23
5275,1275,current,5345,no,2020-01-23
5276,1276,current,812,no,2020-01-23
5277,1277,current,105,no,2020-01-24
5278,1278,current,-190,no,2020-01-24
5279,1279,current,625,yes,2020-01-24
5280,1280,current,293,no,2020-01-24
5281,1281,fixed_deposit,1033,yes,2020-01-24
5282,1282,savings,1210,no,2020-01-24
5283,1283,savings,64,no,2020-01-24
5284,1284,savings,164,no,2020-01-24
5285,1285,current,1766,no,2020-01-24
5286,1286,savings,1248,no,2020-01-24
5287,1287,savings,0,yes,2020-01-24
5288,1288,current,826,no,2020-01-24
5289,1289,savings,2630,yes,2020-01-25
5290,1290,current,3727,no,2020-01-25
5291,1291,savings,406,yes,2020-01-25
5292,1292,savings,2999,yes,2020-01-25
5293,1293,current,1000,no,2020-01-25
5294,1294,savings,503,yes,2020-01-25
5295,1295,savings,-203,no,2020-01-25
5296,1296,current,361,yes,2020-01-25
5297,1297,current,274,no,2020-01-25
5298,1298,savings,3687,no,2020-01-25
5299,1299,current,323,yes,2020-01-25
5300,1300,savings,981,yes,2020-01-25
5301,1301,savings,638,no,2020-01-26
5302,1302,current,3229,yes,2020-01-26
5303,1303,current,1610,no,2020-01-26
5304,1304,current,33,yes,2020-01-26
5305,1305,current,536,yes,2020-01-26
5306,1306,fixed_deposit,0,no,2020-01-26
5307,1307,current,3057,yes,2020-01-26
5308,1308,savings,2892,no,2020-01-26
5309,1309,current,0,yes,2020-01-26
5310,1310,savings,3316,yes,2020-01-26
5311,1311,savings,106,no,2020-01-26
5312,1312,savings,2303,no,2020-01-26
5313,1313,savings,3301,no,2020-01-27
5314,1314,fixed_deposit,426,yes,2020-01-27
5315,1315,current,9,no,2020-01-27
5316,1316,current,-97,no,2020-01-27
5317,1317,savings,11008,yes,2020-01-27
5318,1318,savings,4930,no,2020-01-27
5319,1319,savings,707,no,2020-01-27
5320,1320,savings,4,yes,2020-01-27
5321,1321,current,126,no,2020-01-27
5322,1322,current,671,no,2020-01-27
5323,1323,current,219,yes,2020-01-27
5324,1324,savings,3622,no,2020-01-27
5325,1325,fixed_deposit,1580,yes,2020-01-28
5326,1326,current,1319,no,2020-01-28
5327,1327,current,2152,no,2020-01-28
5328,1328,current,2843,no,2020-01-28
5329,1329,savings,0,no,2020-01-28
5330,1330,savings,1115,yes,2020-01-28
5331,1331,savings,625,no,2020-01-28
5332,1332,current,246,no,2020-01-28
5333,1333,savings,61,no,2020-01-28
5334,1334,savings,-191,no,2020-01-28
5335,1335,savings,519,yes,2020-01-28
5336,1336,savings,522,yes,2020-01-28
5337,1337,fixed_deposit,-46,yes,2020-01-29
5338,1338,current,2269,no,2020-01-29
5339,1339,savings,386,yes,2020-01-29
5340,1340,savings,0,no,2020-01-29
5341,1341,savings,9103,no,2020-01-29
5342,1342,savings,908,yes,2020-01-29
5343,1343,savings,1694,no,2020-01-29
5344,1344,savings,-92,no,2020-01-29
5345,1345,savings,188,no,2020-01-29
5346,1346,current,0,yes,2020-01-29
5347,1347,current,740,yes,2020-01-29
5348,1348,savings,655,yes,2020-01-29
5349,1349,savings,867,yes,2020-01-30
5350,1350,current,1009,no,2020-01-30
5351,1351,current,6360,no,2020-01-30
5352,1352,fixed_deposit,4145,yes,2020-01-30
5353,1353,current,-27,no,2020-01-30
5354,1354,savings,-122,no,2020-01-30
5355,1355,savings,149,yes,2020-01-30
5356,1356,current,52,yes,2020-01-30
5357,1357,savings,335,no,2020-01-30
5358,1358,current,526,no,2020-01-30
5359,1359,fixed_deposit,-7,no,2020-01-30
5360,1360,current,-413,yes,2020-01-30
5361,1361,savings,-241,yes,2020-01-31
5362,1362,current,75,yes,2020-01-31
5363,1363,savings,0,no,2020-01-31
5364,1364,current,158,no,2020-01-31
5365,1365,fixed_deposit,84,yes,2020-01-31
5366,1366,savings,114,no,2020-01-31
5367,1367,fixed_deposit,0,no,2020-01-31
5368,1368,fixed_deposit,-127,no,2020-01-31
5369,1369,savings,49,no,2020-01-31
5370,1370,savings,216,yes,2020-01-31
5371,1371,savings,506,no,2020-01-31
5372,1372,savings,213,yes,2020-01-31
5373,1373,savings,170,yes,2020-02-01
5374,1374,current,776,no,2020-02-01
5375,1375,savings,879,no,2020-02-01
5376,1376,savings,1633,no,2020-02-01
5377,1377,current,926,no,2020-02-01
5378,1378,savings,2559,no,2020-02-01
5379,1379,current,909,no,2020-02-01
5380,1380,savings,-176,yes,2020-02-01
5381,1381,savings,1085,no,2020-02-01
5382,1382,current,1265,no,2020-02-01
5383,1383,current,-239,no,2020-02-01
5384,1384,fixed_deposit,726,no,2020-02-01
5385,1385,current,296,no,2020-02-02
5386,1386,current,-627,no,2020-02-02
5387,1387,savings,-468,no,2020-02-02
5388,1388,savings,551,no,2020-02-02
5389,1389,current,0,yes,2020-02-02
5390,1390,current,101,no,2020-02-02
5391,1391,fixed_deposit,517,no,2020-02-02
5392,1392,savings,37,no,2020-02-02
5393,1393,savings,854,no,2020-02-02
5394,1394,current,30,no,2020-02-02
5395,1395,savings,81,no,2020-02-02
5396,1396,fixed_deposit,0,no,2020-02-02
5397,1397,fixed_deposit,663,yes,2020-02-03
5398,1398,savings,102,no,2020-02-03
5399,1399,current,370,no,2020-02-03
5400,1400,current,189,yes,2020-02-03
5401,1401,savings,111,no,2020-02-03
5402,1402,fixed_deposit,665,no,2020-02-03
5403,1403,current,214,no,2020-02-03
5404,1404,current,0,yes,2020-02-03
5405,1405,savings,1583,yes,2020-02-03
5406,1406,fixed_deposit,0,no,2020-02-03
5407,1407,savings,0,yes,2020-02-03
5408,1408,savings,687,no,2020-02-03
5409,1409,fixed_deposit,327,yes,2020-02-04
5410,1410,savings,-119,no,2020-02-04
5411,1411,savings,794,yes,2020-02-04
5412,1412,fixed_deposit,-191,yes,2020-02-04
5413,1413,fixed_deposit,409,no,2020-02-04
5414,1414,current,3,yes,2020-02-04
5415,1415,current,9,no,2020-02-04
5416,1416,savings,155,no,2020-02-04
5417,1417,savings,1330,no,2020-02-04
5418,1418,savings,-29,no,2020-02-04
5419,1419,current,3133,yes,2020-02-04
5420,1420,current,-33,yes,2020-02-04
5421,1421,current,-170,no,2020-02-05
5422,1422,current,1243,no,2020-02-05
5423,1423,savings,1598,no,2020-02-05
5424,1424,savings,5,no,2020-02-05
5425,1425,savings,367,no,2020-02-05
5426,1426,current,658,yes,2020-02-05
5427,1427,savings,1722,no,2020-02-05
5428,1428,fixed_deposit,-315,no,2020-02-05
5429,1429,savings,2483,no,2020-02-05
5430,1430,savings,0,no,2020-02-05
5431,1431,savings,45,yes,2020-02-05
5432,1432,current,46,yes,2020-02-05
5433,1433,current,482,no,2020-02-06
5434,1434,savings,3728,no,2020-02-06
5435,1435,savings,1099,no,2020-02-06
5436,1436,current,2222,yes,2020-02-06
5437,1437,savings,983,yes,2020-02-06
5438,1438,current,204,no,2020-02-06
5439,1439,current,1074,yes,2020-02-06
5440,1440,savings,3466,no,2020-02-06
5441,1441,savings,-203,no,2020-02-06
5442,1442,fixed_deposit,2436,no,2020-02-06
5443,1443,savings,976,yes,2020-02-06
5444,1444,savings,146,no,2020-02-06
5445,1445,current,156,yes,2020-02-07
5446,1446,fixed_deposit,189,yes,2020-02-07
5447,1447,fixed_deposit,163,yes,2020-02-07
5448,1448,current,242,yes,2020-02-07
5449,1449,savings,1173,no,2020-02-07
5450,1450,savings,0,yes,2020-02-07
5451,1451,current,296,yes,2020-02-07
5452,1452,current,333,no,2020-02-07
5453,1453,savings,3864,yes,2020-02-07
5454,1454,fixed_deposit,2686,no,2020-02-07
5455,1455,savings,-109,yes,2020-02-07
5456,1456,savings,65,yes,2020-02-07
5457,1457,savings,597,no,2020-02-08
5458,1458,savings,-799,yes,2020-02-08
5459,1459,savings,1775,no,2020-02-08
5460,1460,savings,0,yes,2020-02-08
5461,1461,savings,-563,yes,2020-02-08
5462,1462,current,5,yes,2020-02-08
5463,1463,current,139,yes,2020-02-08
5464,1464,current,0,yes,2020-02-08
5465,1465,fixed_deposit,855,no,2020-02-08
5466,1466,savings,694,no,2020-02-08
5467,1467,savings,151,yes,2020-02-08
5468,1468,fixed_deposit,354,no,2020-02-08
5469,1469,savings,673,no,2020-02-09
5470,1470,fixed_deposit,1265,no,2020-02-09
5471,1471,savings,597,no,2020-02-09
5472,1472,fixed_deposit,-393,no,2020-02-09
5473,1473,savings,256,yes,2020-02-09
5474,1474,fixed_deposit,0,yes,2020-02-09
5475,1475,current,2870,no,2020-02-09
5476,1476,fixed_deposit,184,no,2020-02-09
5477,1477,savings,1905,no,2020-02-09
5478,1478,current,-36,no,2020-02-09
5479,1479,fixed_deposit,-839,no,2020-02-09
5480,1480,current,3465,no,2020-02-09
5481,1481,current,119,no,2020-02-10
5482,1482,current,36,no,2020-02-10
5483,1483,savings,113,yes,2020-02-10
5484,1484,current,118,yes,2020-02-10
5485,1485,current,251,yes,2020-02-10
5486,1486,fixed_deposit,-277,no,2020-02-10
5487,1487,savings,-189,yes,2020-02-10
5488,1488,savings,4,no,2020-02-10
5489,1489,fixed_deposit,1820,yes,2020-02-10
5490,1490,fixed_deposit,1904,no,2020-02-10
5491,1491,savings,201,yes,2020-02-10
5492,1492,current,0,yes,2020-02-10
5493,1493,savings,178,no,2020-02-11
5494,1494,savings,3798,no,2020-02-11
5495,1495,savings,301,no,2020-02-11
5496,1496,savings,294,no,2020-02-11
5497,1497,current,0,yes,2020-02-11
5498,1498,savings,292,yes,2020-02-11
5499,1499,fixed_deposit,2998,no,2020-02-11
5500,1500,fixed_deposit,2084,no,2020-02-11
5501,1501,current,454,no,2020-02-11
5502,1502,current,179,no,2020-02-11
5503,1503,savings,661,no,2020-02-11
5504,1504,current,89,yes,2020-02-11
5505,1505,current,102,no,2020-02-12
5506,1506,savings,138,no,2020-02-12
5507,1507,fixed_deposit,622,no,2020-02-12
5508,1508,current,10,yes,2020-02-12
5509,1509,fixed_deposit,-251,yes,2020-02-12
5510,1510,current,104,yes,2020-02-12
5511,1511,current,173,yes,2020-02-12
5512,1512,savings,-46,no,2020-02-12
5513,1513,fixed_deposit,0,yes,2020-02-12
5514,1514,fixed_deposit,145,yes,2020-02-12
5515,1515,savings,325,yes,2020-02-12
5516,1516,savings,2311,no,2020-02-12
5517,1517,savings,158,no,2020-02-13
5518,1518,current,1981,yes,2020-02-13
5519,1519,fixed_deposit,1423,yes,2020-02-13
5520,1520,savings,2455,yes,2020-02-13
5521,1521,current,859,no,2020-02-13
5522,1522,savings,9004,yes,2020-02-13
5523,1523,fixed_deposit,970,no,2020-02-13
5524,1524,current,486,no,2020-02-13
5525,1525,current,127,yes,2020-02-13
5526,1526,savings,409,no,2020-02-13
5527,1527,savings,664,yes,2020-02-13
5528,1528,savings,223,no,2020-02-13
5529,1529,savings,-324,yes,2020-02-14
5530,1530,fixed_deposit,-30,no,2020-02-14
5531,1531,current,1253,no,2020-02-14
5532,1532,fixed_deposit,4758,no,2020-02-14
5533,1533,fixed_deposit,30,yes,2020-02-14
5534,1534,current,81,yes,2020-02-14
5535,1535,current,0,no,2020-02-14
5536,1536,fixed_deposit,328,no,2020-02-14
5537,1537,current,145,no,2020-02-14
5538,1538,savings,465,yes,2020-02-14
5539,1539,savings,751,yes,2020-02-14
5540,1540,savings,-379,no,2020-02-14
5541,1541,fixed_deposit,0,yes,2020-02-15
5542,1542,current,349,yes,2020-02-15
5543,1543,savings,1110,yes,2020-02-15
5544,1544,current,2228,no,2020-02-15
5545,1545,current,2166,no,2020-02-15
5546,1546,savings,-247,no,2020-02-15
5547,1547,savings,-123,yes,2020-02-15
5548,1548,current,44,no,2020-02-15
5549,1549,current,131,no,2020-02-15
5550,1550,current,476,yes,2020-02-15
5551,1551,current,1101,no,2020-02-15
5552,1552,fixed_deposit,-168,no,2020-02-15
5553,1553,current,-392,yes,2020-02-16
5554,1554,current,524,no,2020-02-16
5555,1555,fixed_deposit,895,yes,2020-02-16
5556,1556,savings,212,no,2020-02-16
5557,1557,savings,95,yes,2020-02-16
5558,1558,savings,395,yes,2020-02-16
5559,1559,current,135,yes,2020-02-16
5560,1560,current,0,no,2020-02-16
5561,1561,current,471,no,2020-02-16
5562,1562,savings,603,no,2020-02-16
5563,1563,savings,663,no,2020-02-16
5564,1564,savings,593,no,2020-02-16
5565,1565,savings,1224,yes,2020-02-17
5566,1566,current,2,no,2020-02-17
5567,1567,savings,720,yes,2020-02-17
5568,1568,savings,990,yes,2020-02-17
5569,1569,fixed_deposit,1747,no,2020-02-17
5570,1570,savings,59,yes,2020-02-17
5571,1571,current,33,yes,2020-02-17
5572,1572,current,340,no,2020-02-17
5573,1573,savings,305,no,2020-02-17
5574,1574,current,0,no,2020-02-17
5575,1575,fixed_deposit,497,no,2020-02-17
5576,1576,fixed_deposit,1371,no,2020-02-17
5577,1577,savings,1628,no,2020-02-18
5578,1578,fixed_deposit,372,yes,2020-02-18
5579,1579,savings,566,yes,2020-02-18
5580,1580,savings,343,no,2020-02-18
5581,1581,savings,941,yes,2020-02-18
5582,1582,fixed_deposit,775,no,2020-02-18
5583,1583,savings,1759,no,2020-02-18
5584,1584,savings,1495,yes,2020-02-18
5585,1585,current,1444,yes,2020-02-18
5586,1586,savings,470,yes,2020-02-18
5587,1587,savings,1162,yes,2020-02-18
5588,1588,savings,2,yes,2020-02-18
5589,1589,savings,1628,no,2020-02-19
5590,1590,savings,1134,no,2020-02-19
5591,1591,savings,0,no,2020-02-19
5592,1592,current,63,yes,2020-02-19
5593,1593,savings,1221,yes,2020-02-19
5594,1594,savings,5024,no,2020-02-19
5595,1595,fixed_deposit,10685,no,2020-02-19
5596,1596,savings,1629,no,2020-02-19
5597,1597,current,268,no,2020-02-19
5598,1598,savings,0,no,2020-02-19
5599,1599,savings,5613,no,2020-02-19
5600,1600,savings,513,yes,2020-02-19
5601,1601,savings,362,no,2020-02-20
5602,1602,savings,3933,yes,2020-02-20
5603,1603,savings,3899,no,2020-02-20
5604,1604,savings,473,no,2020-02-20
5605,1605,savings,1616,yes,2020-02-20
5606,1606,savings,1817,yes,2020-02-20
5607,1607,savings,129,yes,2020-02-20
5608,1608,savings,1938,yes,2020-02-20
5609,1609,current,133,yes,2020-02-20
5610,1610,current,2263,yes,2020-02-20
5611,1611,savings,1538,yes,2020-02-20
5612,1612,current,5,yes,2020-02-20
5613,1613,current,2625,no,2020-02-21
5614,1614,savings,1080,yes,2020-02-21
5615,1615,fixed_deposit,312,yes,2020-02-21
5616,1616,fixed_deposit,145,no,2020-02-21
5617,1617,savings,-190,no,2020-02-21
5618,1618,savings,2678,no,2020-02-21
5619,1619,current,271,yes,2020-02-21
5620,1620,current,0,no,2020-02-21
5621,1621,savings,0,no,2020-02-21
5622,1622,savings,3161,no,2020-02-21
5623,1623,savings,-4,no,2020-02-21
5624,1624,savings,-701,no,2020-02-21
5625,1625,current,-375,no,2020-02-22
5626,1626,savings,959,no,2020-02-22
5627,1627,savings,1091,no,2020-02-22
5628,1628,current,-1,no,2020-02-22
5629,1629,savings,96,no,2020-02-22
5630,1630,savings,0,yes,2020-02-22
5631,1631,current,230,no,2020-02-22
5632,1632,fixed_deposit,-156,yes,2020-02-22
5633,1633,current,114,no,2020-02-22
5634,1634,current,-468,no,2020-02-22
5635,1635,savings,679,yes,2020-02-22
5636,1636,savings,206,no,2020-02-22
5637,1637,current,1,yes,2020-02-23
5638,1638,savings,2518,yes,2020-02-23
5639,1639,savings,378,yes,2020-02-23
5640,1640,savings,391,yes,2020-02-23
5641,1641,savings,-144,yes,2020-02-23
5642,1642,savings,1240,no,2020-02-23
5643,1643,savings,1792,no,2020-02-23
5644,1644,savings,2284,yes,2020-02-23
5645,1645,savings,264,no,2020-02-23
5646,1646,fixed_deposit,0,yes,2020-02-23
5647,1647,current,-392,yes,2020-02-23
5648,1648,current,77,yes,2020-02-23
5649,1649,current,48,no,2020-02-24
5650,1650,savings,252,no,2020-02-24
5651,1651,savings,1954,yes,2020-02-24
5652,1652,current,755,yes,2020-02-24
5653,1653,current,755,yes,2020-02-24
5654,1654,current,341,no,2020-02-24
5655,1655,savings,1183,no,2020-02-24
